population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,22,All ages,558,Mental disorders,3,Rate,2020,1899.8505137756965,2392.568735251818,1422.8577297046293
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,22,All ages,559,Schizophrenia,1,Number,2020,421405.1353806347,524591.8850684132,319942.17720792186
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,22,All ages,559,Schizophrenia,2,Percent,2020,0.010800590976438183,0.013531843884848727,0.008369066994388105
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,22,All ages,559,Schizophrenia,3,Rate,2020,334.58842973791735,416.5169342792975,254.02858601197846
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,567,Depressive disorders,1,Number,2020,2869085.308763379,4008765.792807212,2025336.9093392384
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,567,Depressive disorders,2,Percent,2020,0.022554543481547975,0.029458514185277673,0.017188413165812787
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,567,Depressive disorders,3,Rate,2020,865.5831502154184,1209.4168524077336,611.0301066610773
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,570,Bipolar disorder,1,Number,2020,455251.0673592194,633797.6802166182,306250.19748429564
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,570,Bipolar disorder,2,Percent,2020,0.003584029176031723,0.0047537685778691295,0.0026046128854254657
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,570,Bipolar disorder,3,Rate,2020,137.3460913902103,191.21236687018626,92.3935617678815
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,571,Anxiety disorders,1,Number,2020,2406256.862434795,3401681.3745991793,1653725.5387879233
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2020,0.018940316032681224,0.025790658887191762,0.014235762158739144
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2020,725.9510161137401,1026.2636915190826,498.9175320383599
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,572,Eating disorders,1,Number,2020,187978.83660044908,275773.73936797713,110849.79111689338
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,572,Eating disorders,2,Percent,2020,0.0014753615443565586,0.002081412554537555,0.0009728171822890161
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,572,Eating disorders,3,Rate,2020,56.71191200256687,83.19902560572697,33.44261361020231
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,575,Autism spectrum disorders,1,Number,2020,581465.3740074668,998015.3502793629,298348.9188334937
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,575,Autism spectrum disorders,2,Percent,2020,0.004608119975104402,0.007985624779104732,0.0023397148612227
1,All Population,2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,22,All ages,575,Autism spectrum disorders,3,Rate,2020,175.42407283508166,301.09431330589985,90.00980076767661
